Provincia;Partido;Localidad;Link Indec;ADSL;CABLEMODEM;DIAL UP;FIBRA OPTICA;OTROS;SATELITAL;WIMAX;WIRELESS;Total general;
JUJUY;Humahuaca;Hipólito Yrigoyen (Est. Iturbe;38028030; -   ; -   ; -   ; 5 ; -   ; -   ; -   ; -   ; 5 ;
JUJUY;Humahuaca;Humahuaca;38028040; 363 ; -   ; -   ; -   ; -   ; 12 ; -   ; 330 ; 705 ;
JUJUY;Humahuaca;Tres Cruces;38028050; -   ; -   ; -   ; 5 ; -   ; -   ; -   ; -   ; 5 ;
JUJUY;Humahuaca;Uquía (Est. Senador Pére;38028060; 3 ; -   ; -   ; 5 ; -   ; -   ; -   ; -   ; 8 ;
JUJUY;Ledesma;Caimancito;38035030; 202 ; -   ; -   ; -   ; -   ; 1 ; -   ; 38 ; 241 ;
JUJUY;Ledesma;Calilegua;38035040; -   ; 500 ; -   ; -   ; -   ; 1 ; -   ; 144 ; 645 ;
JUJUY;Ledesma;Chalicá;38035050; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 78 ; 78 ;
JUJUY;Ledesma;Fraile Pintado;38035060; 633 ; 23 ; -   ; -   ; -   ; 1 ; -   ; 121 ; 778 ;
JUJUY;Ledesma;Libertador General San Martín (Est. Ledesma;38035080; 60 ; 6.065 ; -   ; 1.000 ; -   ; 3 ; -   ; 787 ; 7.915 ;
JUJUY;Ledesma;Yuto;38035110; -   ; -   ; -   ; -   ; -   ; 2 ; -   ; 176 ; 178 ;
JUJUY;OTROS;OTROS;Sin Datos; -   ; -   ; -   ; -   ; 1.085 ; -   ; -   ; -   ; 1.085 ;
JUJUY;Palpal�;Carahunco;38042010; 1 ; -   ; -   ; -   ; -   ; 2 ; -   ; -   ; 3 ;
JUJUY;Palpal�;Centro Forestal;38042020; 15 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 15 ;
JUJUY;Palpal�;Palpalá (Est. Gral. Manuel N. Savio;38042040; 1.931 ; 1.004 ; -   ; 3.395 ; -   ; 3 ; -   ; 1 ; 6.334 ;
JUJUY;Palpal�;Rio Blanco;38042010; -   ; 53 ; -   ; 21 ; -   ; -   ; -   ; -   ; 74 ;
JUJUY;Rinconada;Liviara;38049020; -   ; -   ; -   ; -   ; -   ; 5 ; -   ; -   ; 5 ;
JUJUY;Rinconada;Loma Blanca;38049025; -   ; -   ; -   ; -   ; -   ; 2 ; -   ; -   ; 2 ;
JUJUY;Rinconada;Nuevo Pirquitas;38049030; -   ; -   ; -   ; 5 ; -   ; 1 ; -   ; -   ; 6 ;
JUJUY;Rinconada;Coyaguaima;38049007; -   ; -   ; -   ; 5 ; -   ; -   ; -   ; -   ; 5 ;
JUJUY;Rinconada;Orosmayo;38049035; -   ; -   ; -   ; 5 ; -   ; -   ; -   ; -   ; 5 ;
JUJUY;Rinconada;Rinconada;38049040; -   ; -   ; -   ; -   ; -   ; 4 ; -   ; -   ; 4 ;
JUJUY;Rinconada;Lagunillas de Faralló;38049010; -   ; -   ; -   ; 9 ; -   ; -   ; -   ; -   ; 9 ;
JUJUY;San Antonio;Loteo Navea;38056020; -   ; -   ; -   ; 77 ; -   ; -   ; -   ; -   ; 77 ;
JUJUY;San Antonio;San Antonio;38056030; 1 ; 130 ; -   ; -   ; -   ; 1 ; -   ; -   ; 132 ;
JUJUY;San Antonio;El Ceibal;38056010; -   ; -   ; -   ; 1 ; -   ; -   ; -   ; -   ; 1 ;
JUJUY;San Antonio;Los Alisos;38056017; 1 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 1 ;
JUJUY;San Pedro;La Esperanza;38063070; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; 15 ; 16 ;
JUJUY;San Pedro;La Mendieta;38063090; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; 240 ; 241 ;
JUJUY;San Pedro;San Pedro (Est. San Pedro de Jujuy);38063180; 5.437 ; 1.334 ; -   ; 1.884 ; -   ; 1 ; -   ; 75 ; 8.731 ;
JUJUY;San Pedro;San Lucas;38063170; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 10 ; 10 ;
JUJUY;San Pedro;Don Emilio;38063030; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 37 ; 37 ;
JUJUY;San Pedro;Rosario de Río Grand;38063150; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 54 ; 54 ;
JUJUY;SANTA BARBARA;El Fuerte;38070010; -   ; -   ; -   ; -   ; -   ; 5 ; -   ; -   ; 5 ;
JUJUY;SANTA BARBARA;El Piquete;38070020; 71 ; -   ; -   ; -   ; -   ; -   ; -   ; 29 ; 100 ;
JUJUY;SANTA BARBARA;El Talar;38070030; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; 141 ; 142 ;
JUJUY;SANTA BARBARA;OTROS;Sin Datos; -   ; -   ; -   ; -   ; -   ; 3 ; -   ; -   ; 3 ;
JUJUY;SANTA BARBARA;Palma Sola;38070040; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; 115 ; 116 ;
JUJUY;SANTA BARBARA;Santa Clara;38070060; 100 ; -   ; -   ; -   ; -   ; 1 ; -   ; 87 ; 188 ;
JUJUY;SANTA BARBARA;Vinalito;38070070; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 30 ; 30 ;
JUJUY;Santa Catalina;Casira;38077010; -   ; -   ; -   ; 5 ; -   ; -   ; -   ; -   ; 5 ;
JUJUY;Santa Catalina;Ciéneg;38077020; -   ; -   ; -   ; 5 ; -   ; -   ; -   ; -   ; 5 ;
JUJUY;Santa Catalina;Cieneguillas;38077030; -   ; -   ; -   ; 5 ; -   ; -   ; -   ; -   ; 5 ;
JUJUY;Santa Catalina;Cusi Cusi;38077040; -   ; -   ; -   ; 5 ; -   ; -   ; -   ; -   ; 5 ;
JUJUY;Santa Catalina;Misarrumi;38077060; -   ; -   ; -   ; -   ; -   ; 5 ; -   ; -   ; 5 ;
JUJUY;Santa Catalina;Oratorio;38077070; -   ; -   ; -   ; 5 ; -   ; -   ; -   ; -   ; 5 ;
JUJUY;Santa Catalina;Paicone;38077080; -   ; -   ; -   ; 5 ; -   ; -   ; -   ; -   ; 5 ;
JUJUY;Santa Catalina;Santa Catalina;38077100; -   ; -   ; -   ; 5 ; -   ; 2 ; -   ; -   ; 7 ;
JUJUY;Susques;El Toro;38084030; -   ; -   ; -   ; 20 ; -   ; 4 ; -   ; -   ; 24 ;
JUJUY;Susques;Huánca;38084040; -   ; -   ; -   ; 27 ; -   ; -   ; -   ; -   ; 27 ;
JUJUY;Susques;Olacapato;38084055; -   ; -   ; -   ; 8 ; -   ; -   ; -   ; 1 ; 9 ;
JUJUY;Susques;Olaroz Chico;38084060; -   ; -   ; -   ; 30 ; -   ; 1 ; -   ; 6 ; 37 ;
JUJUY;Susques;Pastos Chicos;38084070; -   ; -   ; -   ; 22 ; -   ; -   ; -   ; -   ; 22 ;
JUJUY;Susques;Puesto Sey;38084080; -   ; -   ; -   ; 20 ; -   ; -   ; -   ; -   ; 20 ;
JUJUY;Susques;San Juan de Quillaqué;38084090; -   ; -   ; -   ; 12 ; -   ; 5 ; -   ; -   ; 17 ;
JUJUY;Susques;Susques;38084100; -   ; -   ; -   ; 275 ; -   ; 21 ; -   ; 17 ; 313 ;
JUJUY;Susques;Coranzuli;38084020; -   ; -   ; -   ; 60 ; -   ; -   ; -   ; -   ; 60 ;
JUJUY;Susques;Catua;38084010; -   ; -   ; -   ; 70 ; -   ; -   ; -   ; -   ; 70 ;
JUJUY;Susques;Jama;38084045; -   ; -   ; -   ; 11 ; -   ; -   ; -   ; -   ; 11 ;
JUJUY;Susques;Mina Providencia;38084050; -   ; -   ; -   ; 5 ; -   ; -   ; -   ; -   ; 5 ;
JUJUY;Tilcara;Huacalera;38094020; -   ; -   ; -   ; 5 ; -   ; -   ; -   ; -   ; 5 ;
JUJUY;Tilcara;Maimar�;38094040; -   ; -   ; -   ; 5 ; -   ; 2 ; -   ; 77 ; 84 ;
JUJUY;Tilcara;Tilcara;38094050; -   ; -   ; -   ; 10 ; -   ; 4 ; -   ; 375 ; 389 ;
JUJUY;Tumbaya;Bárcen;38098010; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 111 ; 111 ;
JUJUY;Tumbaya;Purmamarca;38098030; 75 ; -   ; -   ; -   ; -   ; -   ; -   ; 1 ; 76 ;
JUJUY;Tumbaya;Volcá;38098050; 1 ; -   ; -   ; -   ; -   ; -   ; -   ; 93 ; 94 ;
JUJUY;Tumbaya;El Moreno;38098020; -   ; -   ; -   ; -   ; 1 ; -   ; -   ; -   ; 1 ;
JUJUY;Tumbaya;Tumbaya;38098040; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 342 ; 342 ;
JUJUY;Valle Grande;Santa Ana;38105040; -   ; -   ; -   ; -   ; -   ; 2 ; -   ; -   ; 2 ;
JUJUY;Yavi;Barrios;38112010; -   ; -   ; -   ; 5 ; -   ; -   ; -   ; -   ; 5 ;
JUJUY;Yavi;Cangrejillos;38112020; -   ; -   ; -   ; 5 ; -   ; -   ; -   ; -   ; 5 ;
JUJUY;Yavi;La Intermedia;38112040; -   ; -   ; -   ; 5 ; -   ; -   ; -   ; -   ; 5 ;
JUJUY;Yavi;La Quiaca;38112050; 660 ; -   ; -   ; 75 ; 5 ; 1 ; -   ; 1 ; 742 ;
JUJUY;Yavi;Pumahuasi;38112070; -   ; -   ; -   ; 5 ; -   ; -   ; -   ; -   ; 5 ;
JUJUY;Yavi;Yavi Chico;38112090; -   ; -   ; -   ; 5 ; -   ; -   ; -   ; -   ; 5 ;
JUJUY;Yavi;Yavi;38112080; -   ; -   ; -   ; -   ; -   ; 2 ; -   ; -   ; 2 ;
LA PAMPA;Atreuc�;Doblas;42007010; -   ; 333 ; -   ; 40 ; -   ; 1 ; -   ; 41 ; 415 ;
LA PAMPA;Atreuc�;Macachí;42007020; -   ; -   ; -   ; 301 ; -   ; 1 ; -   ; 1.004 ; 1.306 ;
LA PAMPA;Atreuc�;Miguel Riglos;42007030; -   ; -   ; -   ; 3 ; -   ; 1 ; -   ; 110 ; 114 ;
LA PAMPA;Atreuc�;Roló;42007040; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; 69 ; 70 ;
LA PAMPA;Atreuc�;Tomas M. Anchorena;42007050; -   ; -   ; 1 ; -   ; -   ; 1 ; -   ; 5 ; 7 ;
LA PAMPA;Caleu Caleu;La Adela;42014020; -   ; 371 ; -   ; -   ; -   ; 1 ; -   ; 515 ; 887 ;
LA PAMPA;Caleu Caleu;Anzoategui;42014010; -   ; -   ; -   ; -   ; -   ; 2 ; -   ; -   ; 2 ;
LA PAMPA;Capital;Anguil;42021010; -   ; 138 ; -   ; 2 ; 99 ; 1 ; -   ; 334 ; 574 ;
LA PAMPA;Capital;Santa Rosa;42021020; 1.760 ; 47.023 ; 66 ; 1.196 ; 66 ; 3 ; -   ; 271 ; 50.385 ;
LA PAMPA;Catril�;Catril�;42028010; -   ; 541 ; 1 ; 686 ; 327 ; 2 ; -   ; -   ; 1.557 ;
LA PAMPA;Catril�;La Gloria;42028020; -   ; -   ; -   ; -   ; 24 ; -   ; -   ; -   ; 24 ;
LA PAMPA;Catril�;Lonquimay;42028030; -   ; 278 ; -   ; 1 ; 71 ; 1 ; -   ; -   ; 351 ;
LA PAMPA;Catril�;Uriburu;42028040; -   ; 90 ; -   ; 1 ; 94 ; 1 ; -   ; 149 ; 335 ;
LA PAMPA;Chalileo;Santa Isabel;42049010; -   ; -   ; 2 ; -   ; -   ; 1 ; -   ; 812 ; 815 ;
LA PAMPA;Chapaleuf�;Bernardo Larroude;42056010; -   ; -   ; 1 ; 57 ; -   ; 1 ; -   ; 530 ; 589 ;
LA PAMPA;Chapaleuf�;Ceballos;42056020; -   ; -   ; -   ; 1 ; -   ; 1 ; -   ; 67 ; 69 ;
LA PAMPA;Chapaleuf�;Coronel Hilario Lagos (Est. Aguas Buenas);42056030; -   ; -   ; -   ; -   ; -   ; 2 ; -   ; 247 ; 249 ;
LA PAMPA;Chapaleuf�;Intendente Alvear;42056040; 83 ; 613 ; 1 ; 255 ; 1 ; 1 ; -   ; 490 ; 1.444 ;
LA PAMPA;Chapaleuf�;Sarah;42056050; -   ; -   ; -   ; -   ; -   ; 2 ; -   ; 16 ; 18 ;
LA PAMPA;Chapaleuf�;Vérti;42056060; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 107 ; 107 ;
LA PAMPA;Chical Co;La Humada;42063020; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; 152 ; 153 ;
LA PAMPA;Conhelo;Conhelo;42035010; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 46 ; 46 ;
LA PAMPA;Conhelo;Eduardo Castex;42035020; 1.693 ; 1.341 ; -   ; 7 ; -   ; 1 ; -   ; 108 ; 3.150 ;
LA PAMPA;Conhelo;Mauricio Mayer;42035030; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; 30 ; 31 ;
LA PAMPA;Conhelo;Monte Nievas;42035040; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; 45 ; 46 ;
LA PAMPA;Conhelo;Rucanelo;42035050; -   ; -   ; -   ; 1 ; -   ; -   ; -   ; 26 ; 27 ;
LA PAMPA;Conhelo;Winifreda;42035060; -   ; 192 ; 2 ; 693 ; 2 ; -   ; -   ; 195 ; 1.084 ;
LA PAMPA;Curac�;Gobernador Duval;42042010; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; 83 ; 84 ;
LA PAMPA;Curac�;Puelches;42042020; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; 68 ; 69 ;
LA PAMPA;Guatrach�;Alpachiri;42070010; -   ; -   ; -   ; 2 ; -   ; 1 ; -   ; -   ; 3 ;
LA PAMPA;Guatrach�;General Manuel J. Campos;42070020; -   ; -   ; -   ; 2 ; -   ; 1 ; -   ; -   ; 3 ;
LA PAMPA;Guatrach�;Guatrach�;42070030; -   ; 239 ; -   ; 2 ; -   ; 1 ; -   ; 278 ; 520 ;
LA PAMPA;Guatrach�;Santa Teresa;42070050; -   ; -   ; -   ; 2 ; -   ; -   ; -   ; -   ; 2 ;
LA PAMPA;Guatrach�;Per�;42070040; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 39 ; 39 ;
LA PAMPA;Hucal;Abramo;42077010; -   ; -   ; -   ; 1 ; -   ; 1 ; -   ; 69 ; 71 ;
LA PAMPA;Hucal;Bernasconi;42077020; 37 ; -   ; -   ; 1 ; -   ; 1 ; -   ; 659 ; 698 ;
LA PAMPA;Hucal;General San Martín (Est. Villa Alba;42077030; -   ; -   ; -   ; 2 ; -   ; -   ; -   ; 826 ; 828 ;
LA PAMPA;Hucal;Jacinto Arauz;42077050; 631 ; -   ; -   ; 2 ; -   ; 2 ; -   ; 76 ; 711 ;
LA PAMPA;Limay Mahuida;La Reforma;42091010; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; 65 ; 66 ;
LA PAMPA;Limay Mahuida;Limay Mahuida;42091020; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; 16 ; 17 ;
LA PAMPA;Loventu�;Carro Quemado;42098010; -   ; -   ; -   ; 1 ; -   ; 1 ; -   ; 50 ; 52 ;
LA PAMPA;Loventu�;Luan Toro;42098030; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; 67 ; 68 ;
LA PAMPA;Loventu�;Telé;42098040; -   ; -   ; -   ; 1 ; -   ; 1 ; -   ; 198 ; 200 ;
LA PAMPA;Loventu�;Victorica;42098050; -   ; -   ; -   ; 2 ; -   ; 1 ; -   ; 482 ; 485 ;
LA PAMPA;Loventu�;Loventu�;42098020; -   ; -   ; -   ; 1 ; -   ; -   ; -   ; -   ; 1 ;
LA PAMPA;Marac�;Agustoni;42105010; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 29 ; 29 ;
LA PAMPA;Marac�;Dorila;42105020; -   ; -   ; -   ; 1 ; -   ; -   ; -   ; 53 ; 54 ;
LA PAMPA;Marac�;General Pico;42105030; 2.535 ; 1 ; 91 ; 15.376 ; 91 ; 1 ; -   ; 3.015 ; 21.110 ;
LA PAMPA;Marac�;Speluzzi;42105040; -   ; -   ; -   ; 1 ; -   ; -   ; -   ; 41 ; 42 ;
LA PAMPA;OTROS;OTROS;Sin Datos; -   ; 1 ; -   ; -   ; -   ; -   ; -   ; -   ; 1 ;
LA PAMPA;Puelé;25 de Mayo;42112020; -   ; -   ; -   ; 1.027 ; -   ; -   ; -   ; 950 ; 1.977 ;
LA PAMPA;Puelé;Puelé;42112010; -   ; -   ; 1 ; -   ; -   ; 2 ; -   ; 125 ; 128 ;
LA PAMPA;Puelé;Casa De Piedra;42112005; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 47 ; 47 ;
LA PAMPA;Quemú Quem;Colonia Baró;42119010; -   ; -   ; 2 ; 550 ; -   ; 1 ; -   ; 90 ; 643 ;
LA PAMPA;Quemú Quem;Miguel Can�;42119030; -   ; -   ; -   ; 1 ; 105 ; 1 ; -   ; -   ; 107 ;
LA PAMPA;Quemú Quem;Quemú Quem;42119040; -   ; -   ; 1 ; 2 ; 113 ; 1 ; -   ; 143 ; 260 ;
LA PAMPA;Quemú Quem;Relmo;42119050; -   ; -   ; -   ; -   ; 26 ; -   ; -   ; -   ; 26 ;
LA PAMPA;Quemú Quem;Villa Mirasol;42119060; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 169 ; 169 ;
LA PAMPA;Rancul;Caleuf�;42126010; -   ; 350 ; -   ; 2 ; -   ; 1 ; -   ; -   ; 353 ;
LA PAMPA;Rancul;La Maruja;42126030; -   ; 150 ; -   ; -   ; -   ; 1 ; -   ; -   ; 151 ;
LA PAMPA;Rancul;Parera;42126040; -   ; -   ; -   ; 455 ; -   ; 1 ; -   ; 272 ; 728 ;
LA PAMPA;Rancul;Quetrequé;42126060; -   ; -   ; -   ; 1 ; -   ; 1 ; -   ; 152 ; 154 ;
LA PAMPA;Rancul;Rancul;42126070; -   ; -   ; -   ; 158 ; -   ; 2 ; -   ; 677 ; 837 ;
LA PAMPA;Rancul;Pichi Huinca;42126050; -   ; -   ; -   ; 1 ; -   ; -   ; -   ; -   ; 1 ;
LA PAMPA;Realic�;Adolfo Van Praet;42133010; -   ; 6 ; -   ; -   ; -   ; 1 ; -   ; 23 ; 30 ;
LA PAMPA;Realic�;Alta Italia;42133020; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; 463 ; 464 ;
LA PAMPA;Realic�;Damián Maisonave (Est. Simson;42133030; -   ; -   ; -   ; 2 ; -   ; -   ; -   ; 109 ; 111 ;
LA PAMPA;Realic�;Embajador Martini;42133040; 15 ; -   ; -   ; 7 ; -   ; 1 ; -   ; 531 ; 554 ;
LA PAMPA;Realic�;Falucho;42133050; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; 82 ; 83 ;
LA PAMPA;Realic�;Ingeniero Luiggi;42133060; -   ; -   ; -   ; 240 ; -   ; 2 ; -   ; 1.418 ; 1.660 ;
LA PAMPA;Realic�;Ojeda;42133070; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 9 ; 9 ;
LA PAMPA;Realic�;Realic�;42133080; 171 ; -   ; 1 ; 1.931 ; -   ; 1 ; -   ; 1.232 ; 3.336 ;
LA PAMPA;Toay;Toay;42140020; 225 ; 5.332 ; -   ; 557 ; -   ; 1 ; -   ; 259 ; 6.374 ;
LA PAMPA;Trenel;Arata;42147010; -   ; -   ; -   ; 1 ; -   ; 1 ; -   ; 256 ; 258 ;
LA PAMPA;Trenel;Metileo;42147020; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; 60 ; 61 ;
LA PAMPA;Trenel;Trenel;42147030; 84 ; 652 ; -   ; -   ; -   ; 2 ; -   ; 274 ; 1.012 ;
LA PAMPA;Utracá;Ataliva Roca;42154010; -   ; -   ; -   ; 2 ; -   ; 1 ; -   ; 310 ; 313 ;
LA PAMPA;Utracá;Chacharramendi;42154020; -   ; -   ; -   ; -   ; -   ; 2 ; -   ; 85 ; 87 ;
LA PAMPA;Utracá;Colonia Santa Marí;42154030; -   ; -   ; 1 ; 1 ; -   ; -   ; -   ; 145 ; 147 ;
LA PAMPA;Utracá;General Acha;42154040; 551 ; 2.915 ; -   ; 970 ; -   ; 3 ; -   ; 333 ; 4.772 ;
LA PAMPA;Utracá;Quehu�;42154050; -   ; -   ; -   ; 1 ; -   ; 1 ; -   ; 242 ; 244 ;
LA PAMPA;Utracá;Unanu�;42154060; -   ; -   ; -   ; 1 ; -   ; -   ; -   ; 56 ; 57 ;
LA PAMPA;Lihuel Calel;Cuchillo Co;42084010; -   ; -   ; -   ; 1 ; -   ; 2 ; -   ; -   ; 3 ;
LA RIOJA;Arauco;Aimogasta;46007010; 99 ; 2.031 ; -   ; 4 ; -   ; 1 ; -   ; 87 ; 2.222 ;
LA RIOJA;Arauco;Estación Maz�;46007040; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; 14 ; 15 ;
LA RIOJA;Arauco;Villa Mazá;46007050; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 156 ; 156 ;
LA RIOJA;Arauco;Machigasta;46007040; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 3 ; 3 ;
LA RIOJA;Capital;La Rioja;46014010; 4.720 ; 35.425 ; 4 ; 15.938 ; 6 ; 4 ; -   ; 1.223 ; 57.320 ;
LA RIOJA;Castro Barros;Anillaco;46021020; -   ; 453 ; -   ; 1 ; -   ; 1 ; -   ; -   ; 455 ;
LA RIOJA;Castro Barros;Los Molinos;46021050; -   ; 49 ; -   ; -   ; -   ; -   ; -   ; 4 ; 53 ;
LA RIOJA;Castro Barros;San Pedro;46021070; -   ; 28 ; -   ; -   ; -   ; -   ; -   ; 45 ; 73 ;
LA RIOJA;Castro Barros;Aminga;46021010; -   ; 158 ; -   ; 1 ; -   ; -   ; -   ; 17 ; 176 ;
LA RIOJA;Castro Barros;Anjulló;46021030; -   ; 44 ; -   ; 1 ; -   ; -   ; -   ; 64 ; 109 ;
LA RIOJA;Castro Barros;Chuquis;46021040; -   ; 39 ; -   ; -   ; -   ; -   ; -   ; -   ; 39 ;
LA RIOJA;Castro Barros;Pinchas;46021060; -   ; 49 ; -   ; -   ; -   ; -   ; -   ; 1 ; 50 ;
LA RIOJA;Castro Barros;Santa Vera Cruz;46021080; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 5 ; 5 ;
LA RIOJA;Chamical;Chamical;46035010; 210 ; 2.963 ; -   ; 8 ; -   ; 1 ; -   ; 9 ; 3.191 ;
LA RIOJA;Chilecito;Chilecito;46042010; 917 ; 4.514 ; -   ; 3.336 ; -   ; -   ; -   ; 96 ; 8.863 ;
LA RIOJA;Chilecito;Colonia Vichigasta;46042050; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; -   ; 1 ;
LA RIOJA;Chilecito;Los Sarmientos;46042030; -   ; 157 ; -   ; -   ; -   ; -   ; -   ; -   ; 157 ;
LA RIOJA;Chilecito;Nonogasta;46042090; 83 ; 824 ; -   ; 1 ; -   ; 1 ; -   ; 6 ; 915 ;
LA RIOJA;Chilecito;San Miguel;46042030; -   ; 60 ; -   ; -   ; -   ; -   ; -   ; 5 ; 65 ;
LA RIOJA;Chilecito;San Nicolá;46042100; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 7 ; 7 ;
LA RIOJA;Chilecito;Vichigasta;46042140; 42 ; -   ; -   ; 1 ; -   ; 2 ; -   ; 103 ; 148 ;
LA RIOJA;Chilecito;Colonia Anguiná;46042020; -   ; 161 ; -   ; 1 ; -   ; -   ; -   ; 69 ; 231 ;
LA RIOJA;Chilecito;Guanchí;46042060; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 2 ; 2 ;
LA RIOJA;Chilecito;Malligasta;46042070; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 185 ; 185 ;
LA RIOJA;Chilecito;Santa Florentina;46042110; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 7 ; 7 ;
LA RIOJA;Chilecito;Sañogast;46042120; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 219 ; 219 ;
LA RIOJA;Chilecito;Tilimuqui;46042130; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 13 ; 13 ;
LA RIOJA;Chilecito;La Puntilla;46042030; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 1 ; 1 ;
LA RIOJA;Coronel Felipe Varela;Guandacol;46028020; 1 ; 379 ; -   ; 2 ; -   ; 1 ; -   ; -   ; 383 ;
LA RIOJA;Coronel Felipe Varela;Santa Clara;46028010; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 41 ; 41 ;
LA RIOJA;Coronel Felipe Varela;Villa Unió;46028050; -   ; 1.122 ; -   ; 3 ; -   ; 1 ; -   ; 258 ; 1.384 ;
LA RIOJA;Coronel Felipe Varela;Aicuñ;46028010; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 47 ; 47 ;
LA RIOJA;Coronel Felipe Varela;Los Palacios;46028030; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 107 ; 107 ;
LA RIOJA;Coronel Felipe Varela;Pagancillo;46028040; -   ; -   ; -   ; 1 ; -   ; -   ; -   ; 126 ; 127 ;
LA RIOJA;Famatina;Famatina;46049070; 1 ; 202 ; -   ; 2 ; -   ; -   ; -   ; 5 ; 210 ;
LA RIOJA;Famatina;Angulos;46049020; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 6 ; 6 ;
LA RIOJA;Famatina;Campanas;46049050; -   ; -   ; -   ; 1 ; -   ; -   ; -   ; 161 ; 162 ;
LA RIOJA;Famatina;Chañarmuy;46049060; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 29 ; 29 ;
LA RIOJA;Famatina;La Cuadra;46049080; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 22 ; 22 ;
LA RIOJA;Famatina;Pituil;46049090; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 153 ; 153 ;
LA RIOJA;Famatina;Santa Cruz;46049110; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 22 ; 22 ;
LA RIOJA;General Angel V. Peñaloz;Tama;46056020; 8 ; -   ; -   ; 1 ; -   ; -   ; -   ; 149 ; 158 ;
LA RIOJA;General Angel V. Peñaloz;Punta de los Llanos;46056010; -   ; -   ; -   ; 1 ; -   ; -   ; -   ; 93 ; 94 ;
LA RIOJA;General Belgrano;Chaña;46063020; 8 ; -   ; -   ; 1 ; -   ; -   ; -   ; 90 ; 99 ;
LA RIOJA;General Belgrano;Loma Blanca;46063030; -   ; -   ; -   ; -   ; -   ; 2 ; -   ; -   ; 2 ;
LA RIOJA;General Belgrano;Olta;46063040; -   ; 1.069 ; -   ; 1 ; -   ; 1 ; -   ; 6 ; 1.077 ;
LA RIOJA;General Belgrano;Castro Barros;46063010; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 1 ; 1 ;
LA RIOJA;General Ocampo;Santa Rita de Catuna;46084050; -   ; 299 ; -   ; -   ; -   ; 1 ; -   ; -   ; 300 ;
LA RIOJA;General Ocampo;Ambil;46084010; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 34 ; 34 ;
LA RIOJA;General Ocampo;Milagro;46084030; -   ; 813 ; -   ; 1 ; -   ; -   ; -   ; -   ; 814 ;
LA RIOJA;General San Martí;Ulapes;46091010; -   ; 691 ; -   ; 2 ; -   ; -   ; -   ; 1 ; 694 ;
LA RIOJA;Independencia;Aman�;46105010; 1 ; -   ; -   ; -   ; -   ; -   ; -   ; 1 ; 2 ;
LA RIOJA;Independencia;OTROS;Sin Datos; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; -   ; 1 ;
